squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,price
7364,45,1,1,77,41058,6,10,2010,746098
49588,36,0,0,75,8829,9,7,1998,4963749.8
51957,65,0,1,16,72840,3,8,2021,5199371.1
31383,68,1,0,12,48525,7,1,2008,3144398.8
97271,53,0,1,64,94111,2,4,2011,9738138.1
74271,67,1,0,6,22247,7,3,1992,7430269.2
37217,90,1,0,85,84322,9,7,2000,3729864
61295,43,0,1,76,39034,6,1,1995,6135795.5
53067,14,0,0,74,4056,10,4,1991,5312209.1
45732,86,1,1,32,86157,7,2,2011,4583088.1
73470,43,1,1,32,44952,5,2,2001,7356027.1
75839,41,1,1,73,33044,6,9,2019,7595476.9
19658,53,0,0,31,77168,7,9,2005,1969247.5
67974,48,0,0,2,58221,1,7,2021,6797812.1
14195,3,0,0,41,24954,10,6,1991,1421839.1
12624,45,0,0,68,60917,4,4,2001,1268100.1
12739,100,0,0,70,91335,10,8,2010,1278581
50567,50,0,0,19,97246,6,3,2013,5058199.3
25079,10,1,0,99,62568,1,6,2018,2515722.8
14856,3,0,1,57,51473,6,1,2018,1490234.8
48408,85,1,0,60,21004,2,5,2020,4844150
9423,51,0,0,56,66180,1,9,2010,944455
82614,37,1,0,60,69829,5,1,2002,8269246.2
15726,33,0,1,40,54213,9,4,2013,1580718.3
78671,86,0,0,17,426,3,6,2013,7868709.3
20197,64,1,0,97,7965,7,7,1990,2027294
30713,97,0,1,64,30365,8,9,2011,3079646.1
83019,10,0,1,79,21246,5,2,1993,8307344.3
34639,25,1,1,98,88616,7,2,2017,3474105.7
19606,82,1,0,89,8455,4,10,2009,1972219.9
54753,100,1,0,84,92097,8,1,2000,5482557
35750,84,1,1,99,21211,1,4,1991,3587011.1
40776,63,1,1,5,12553,3,7,2005,4083372.5
76938,62,0,1,64,21614,2,6,1990,7697356
22421,30,0,0,46,21596,8,6,1996,2245981.6
78379,4,1,1,3,63144,8,2,2002,7845253.2
28804,79,0,1,36,69865,8,2,1998,2884048.8
2434,16,1,1,18,62698,9,5,2013,253611.3
23281,86,0,0,30,86037,6,3,2004,2329260.4
92417,91,0,0,7,22818,3,10,2001,9242684.1
82560,46,0,0,56,25513,4,8,2012,8258817.2
24936,67,0,0,70,52647,1,4,2020,2498112
3261,7,1,0,52,96507,7,4,2013,333334.3
86526,50,1,1,89,3795,3,8,2003,8668619.3
81673,47,0,1,3,21371,1,2,2013,8171876.3
17901,47,0,0,23,12588,1,1,2021,1791955.1
86179,26,0,1,2,67146,5,4,2013,8622983.3
84465,47,1,0,64,14658,9,1,2003,8455710.3
37916,26,1,1,52,47924,3,8,2004,3798906.4
20852,100,1,1,11,46614,6,2,1993,2096217.3
86258,100,1,1,55,61348,4,7,1998,8632872.8
25784,73,0,0,3,35323,1,1,1995,2579008.5
27925,99,1,0,93,49000,9,7,1991,2805117.1
59522,13,1,1,24,79649,3,5,1996,5959601.6
31741,97,0,1,89,29834,8,10,2004,3186350.4
37491,53,1,0,53,92515,1,7,2006,3756011.6
74283,72,1,1,61,9821,4,4,2017,7441067.7
1251,58,0,1,34,61958,10,7,1994,128837.4
6389,11,0,1,100,66599,2,7,1991,645862.1
92090,7,0,0,9,28735,9,7,2020,9210284
85562,99,0,1,33,45640,4,10,2007,8560277.7
90722,46,1,0,30,29367,2,7,1999,9075929.9
66159,81,0,1,26,58506,7,7,1991,6622247.1
71481,48,0,1,35,18160,9,3,2007,7153828.7
20166,8,0,0,89,47069,4,9,1992,2022517.2
14635,58,0,0,82,76291,4,8,1997,1471115.7
9180,33,1,0,47,87050,10,3,2021,926287.1
45330,28,1,0,9,7502,4,7,2018,4538131.8
39486,33,1,1,94,32607,3,5,1997,3955805.7
85448,35,0,1,54,88882,1,3,2003,8548169.3
54941,21,0,1,87,74401,5,2,2010,5500531
46317,20,0,0,87,4526,9,6,2010,4634439
36842,15,0,0,36,66656,6,1,2013,3686933.3
40101,82,1,1,68,81262,1,4,2009,4023279.9
38586,18,1,0,82,52597,2,6,1992,3866990.2
14274,66,0,0,88,69500,6,9,1990,1432787
63860,52,1,0,95,46462,5,9,1997,6392454.7
34891,65,0,1,34,91588,7,4,2020,3496198
98433,15,1,0,62,69329,6,8,2000,9851666
98827,89,0,0,73,31922,4,4,2014,9886586.4
52100,3,1,0,55,98866,10,5,2018,5212486.8
19185,89,1,0,84,18893,6,2,1996,1926146.6
58027,9,0,1,35,86787,5,9,2015,5807819.5
93409,38,0,0,9,66064,4,6,2013,9342104.3
28193,90,1,1,82,4929,8,4,2008,2830504.8
24936,52,0,1,94,19066,5,7,1995,2503388.5
5579,97,0,1,93,99391,10,9,2010,567203
87479,74,0,1,78,28130,4,3,2004,8752889.4
60824,96,1,0,34,62891,3,10,1995,6086663.5
54888,66,0,1,33,68397,1,8,2017,5494594.7
46865,18,1,0,39,32012,5,3,2020,4690710
41143,70,0,0,93,42990,6,1,2003,4116195.3
61847,85,0,0,96,63056,8,9,2014,6190109.4
16016,35,1,1,2,78416,1,6,2016,1611775.6
30159,16,1,0,9,67587,9,6,2013,3021149.3
32597,81,1,0,64,99134,4,7,1993,3269431.3
91824,65,1,1,75,81502,1,4,1991,9191892.1
90097,38,1,0,94,88617,2,2,2013,9020358.3
85854,62,0,1,46,62998,1,8,2001,8592747.1
6556,57,1,1,46,58267,3,5,1997,665259.7
83808,55,1,1,86,30027,9,6,2002,8396265.2
41301,83,1,0,31,2701,10,1,2017,4138612.7
51517,32,0,0,83,2570,5,3,2018,5155871.8
94856,7,1,0,34,85635,3,2,1994,9488018.4
3818,4,0,0,32,45234,9,1,2011,383235.1
24297,73,1,0,20,28430,3,10,1992,2432581.2
80656,29,1,1,26,27113,1,8,2012,8072208.2
84254,41,1,1,95,25054,4,7,1990,8436781
96140,47,0,0,28,32884,4,7,1997,9615267.7
4261,94,0,0,74,35364,2,9,2016,433557.6
9502,8,1,1,22,14423,10,1,2005,957812.5
46390,27,1,0,87,51666,3,5,2010,4645999
77989,66,1,1,45,53576,4,7,2017,7809037.7
36563,95,1,1,78,11875,10,5,2002,3668071.2
27492,38,0,0,1,99351,2,10,2002,2749560.2
63720,18,0,1,59,12560,9,1,1990,6380496
88328,35,0,1,19,33772,2,3,2010,8836891
10559,13,1,0,42,760,5,9,2001,1059700.1
36799,62,0,0,15,24065,1,6,1998,3680514.8
52899,33,0,1,54,17777,9,3,2006,5297388.6
67697,71,0,1,15,65037,4,7,1993,6775896.3
82372,55,1,0,2,85633,8,6,2012,8241290.2
93197,76,0,1,46,89408,3,9,2009,9325361.9
68703,16,1,1,12,1147,2,9,2007,6874684.7
44626,46,1,1,39,69350,4,8,2004,4468759.4
48809,16,0,0,54,82669,1,4,2012,4884591.2
61152,84,1,0,34,98475,9,1,2007,6121942.7
25230,26,1,0,28,31692,5,5,2000,2528241
55153,50,1,0,8,96500,9,9,1997,5521415.7
15320,44,1,1,25,19517,4,2,2011,1541104.1
62064,15,0,0,42,71092,1,4,2003,6210682.3
84285,95,1,1,32,26162,10,9,1993,8439379.3
35067,47,1,1,30,3817,1,4,1992,3515220.2
70945,92,1,0,13,8668,10,2,2011,7099572.1
69348,68,0,0,44,1594,9,10,2016,6937939.6
23705,8,1,0,88,57843,9,6,1990,2381470
53359,28,0,0,47,74164,9,6,2018,5340229.8
52801,60,1,0,25,83713,4,6,1999,5286434.9
79109,84,1,0,36,15136,7,8,1991,7917767.1
6305,86,0,0,98,19537,2,4,1992,640701.2
19739,67,0,0,84,26317,3,6,2021,1979188.1
72838,60,0,0,31,76899,4,4,1998,7285684.8
94639,10,1,1,72,96296,10,10,2001,9472276.1
43503,94,1,0,34,12841,6,8,2000,4357290
36489,98,0,0,58,62456,4,9,2006,3653934.6
67397,53,1,1,51,45539,6,2,2003,6749164.3
22136,28,0,0,72,47709,9,5,2007,2218930.7
66819,4,1,1,54,83602,8,10,2009,6694413.9
39688,69,0,0,79,74729,10,7,2003,3974008.3
66670,26,0,0,42,70557,6,2,2004,6669170.4
66274,25,0,0,76,21014,7,7,2005,6632910.5
67125,40,0,1,49,56277,9,9,1993,6717281.3
72239,23,0,0,20,35957,2,3,1993,7226199.3
71846,42,0,0,4,63410,2,7,2019,7185293.9
73190,67,1,1,27,72410,7,2,2001,7331191.1
20258,100,0,1,60,65857,10,9,2011,2033594.1
79176,5,0,0,45,29357,4,7,2016,7919191.6
54927,67,0,0,16,72810,10,6,1997,5494599.7
62960,39,1,1,72,19708,10,1,2013,6305088.3
7002,78,1,1,37,5743,8,2,1995,710140.5
65029,14,0,0,70,70177,2,10,2021,6507042.1
71876,43,0,1,24,5664,1,10,2019,7194841.9
81468,19,0,1,39,101,2,5,2009,8152781.9
80823,23,0,1,31,35676,9,9,2004,8088333.4
57132,74,1,0,70,23266,8,8,2014,5724484.4
29528,60,0,0,16,43738,2,4,2016,2954357.6
80759,34,1,1,79,9879,1,8,2009,8087126.9
94540,98,1,1,20,74321,2,1,2012,9460696.2
48070,2,0,0,65,27058,4,7,2013,4812736.3
8962,89,1,1,49,18341,10,5,2008,906747.8
41738,48,0,0,41,69479,10,8,2019,4176013.9
62314,96,1,1,32,93705,3,2,1997,6241387.7
50668,4,1,0,29,63562,1,10,2006,5071084.6
2725,13,1,0,50,27734,9,2,2014,280421.4
88205,20,1,0,63,1709,5,1,1998,8827584.8
51785,24,1,1,81,95974,8,2,2003,5191640.3
52284,59,0,1,58,77899,9,3,2013,5236681.3
77411,3,1,1,9,56306,6,8,2018,7746795.8
50875,65,1,1,43,42046,7,1,1991,5097157.1
5640,2,1,0,44,65731,2,2,2018,567329.8
4371,73,1,0,13,73779,4,2,2020,440119
98257,19,0,0,69,23015,1,2,2001,9828903.1
90499,27,1,1,75,29136,1,7,1997,9057504.7
622,81,0,0,17,26475,1,2,2010,63977
40777,39,1,0,53,76888,8,7,1993,4085326.3
1008,4,0,0,73,60193,8,6,2005,102749.5
57718,14,1,0,69,51111,1,4,1993,5781612.3
17167,90,0,1,60,27107,3,3,2004,1722105.4
46131,39,0,1,31,71484,8,9,2013,4616542.3
40567,56,1,0,96,40296,3,3,2001,4065377.1
77151,59,0,1,7,42620,1,3,2016,7718218.6
94943,96,0,1,21,48388,9,10,1991,9497260.1
31179,87,1,0,56,50388,6,5,2008,3126446.8
80693,79,1,0,80,32876,4,4,2018,8078843.8
16145,57,1,1,24,40052,3,10,2008,1624354.8
9678,10,1,0,87,40138,5,9,2008,971236.8
73554,81,0,0,46,49263,9,2,2004,7358902.4
6914,33,0,1,29,82175,10,1,1996,697528.6
2995,85,0,1,10,4058,3,3,2019,303184.9
68245,23,0,0,99,51134,1,1,2005,6827724.5
52649,43,0,1,54,1438,8,7,2004,5272349.4
39040,42,0,0,50,50833,3,8,2009,3905700.9
33936,95,1,1,93,31995,4,8,2018,3406131.8
18762,97,1,0,7,14066,8,5,1991,1880746.1
40952,58,1,1,57,39209,10,10,2004,4104641.4
90404,26,1,1,9,34570,4,4,2004,9048377.4
94947,30,1,0,97,58828,6,2,2000,9501779
81866,45,1,0,53,86728,8,5,2007,8192664.7
49909,3,0,1,5,95154,3,6,2006,4994456.6
31042,52,1,1,48,47469,8,3,2017,3111504.7
35810,65,0,1,100,92588,7,9,2001,3589881.1
2985,53,1,0,12,38448,4,2,2011,301138.1
63693,2,1,0,36,25571,2,9,2005,6375077.5
94754,53,0,0,82,46731,10,10,2010,9481349
15162,41,1,0,91,27553,2,4,2012,1521757.2
32956,2,1,1,46,53020,2,8,1993,3305549.3
96224,16,0,1,33,90382,2,10,1990,9627880
86806,78,0,0,96,98660,6,9,2001,8683516.1
42537,43,0,0,74,63714,5,2,2010,4256423
77045,29,0,1,25,58364,1,4,2013,7708578.3
76912,77,1,0,2,55684,2,2,2005,7695798.5
33814,70,0,1,63,64240,8,6,2014,3390442.4
4052,14,1,1,34,63495,1,3,2002,416251.2
634,64,0,1,10,40942,4,6,1990,66144
32325,98,0,1,22,21366,4,1,2009,3237949.9
59348,69,0,0,45,88591,1,8,1995,5939099.5
40148,80,0,1,91,70710,9,10,2003,4023820.3
62064,33,1,1,34,91044,6,1,2007,6216761.7
23172,83,0,0,19,1700,5,5,2015,2319447.5
80277,78,1,1,27,18203,10,9,2019,8038200.9
62236,45,0,0,32,25507,7,6,2011,6224903.1
58110,7,1,1,1,58173,5,3,2003,5814953.3
99952,41,1,0,69,51336,10,7,2000,9998411
9780,95,0,1,36,64087,9,7,1992,982222.2
26230,91,1,1,21,3120,3,6,2005,2630871.5
44509,50,1,0,26,15041,3,3,2005,4454810.5
94182,78,0,1,58,98821,6,2,2005,9426417.5
28309,57,0,1,36,77489,9,2,2009,2838029.9
98710,68,1,0,40,95125,1,5,1994,9877813.4
6362,94,1,0,95,50935,6,2,1994,644794.4
21857,93,1,0,16,35864,6,4,2006,2191307.6
60064,57,1,0,93,56516,9,4,2015,6014103.5
41526,16,1,0,91,73909,9,1,2014,4163200.4
65163,42,0,1,49,6352,5,1,2018,6521655.8
38355,80,1,1,22,75266,8,7,1992,3840740.2
8020,80,0,1,85,33659,8,2,2012,810755.2
95780,86,0,1,36,28608,8,3,2011,9583143.1
63267,74,1,0,36,67149,5,6,2007,6335282.7
69314,16,1,1,80,86189,8,7,2020,6940209
37781,12,0,0,31,85968,6,9,2010,3781636
77210,59,1,1,27,49742,7,3,1999,7729101.9
50792,60,0,1,74,34603,9,5,2021,5089100.1
98934,70,0,1,95,75485,5,3,1993,9902124.3
74265,33,1,0,87,79197,5,10,2014,7437378.4
93180,87,1,0,54,30932,4,1,2006,9324362.6
4809,39,0,1,48,80898,8,7,2003,484933.3
91673,4,0,0,47,57310,1,2,2011,9170900.1
13027,58,0,1,2,39083,1,7,2011,1306637.1
40010,53,0,1,20,1072,5,1,1992,4006702.2
86019,21,0,0,91,68445,9,9,2014,8611760.4
65427,85,0,0,81,74753,3,7,2013,6544509.3
52202,5,0,0,69,75463,10,4,2010,5225648
85345,61,1,1,22,89296,5,3,1995,8541574.5
7472,14,0,1,16,79447,10,3,1991,753639.1
60167,16,1,0,81,53016,4,3,2014,6023926.4
822,31,0,1,17,68151,4,9,1994,86104.4
17889,58,1,0,84,21451,7,9,2012,1797252.2
78122,61,0,0,33,13779,6,5,2018,7815968.8
39831,51,1,0,78,41611,2,7,2013,3989679.3
67947,11,0,0,79,42304,9,10,2000,6798431
90265,45,0,0,4,99372,3,1,1990,9026973
21522,93,0,1,11,25640,8,8,2008,2157060.8
79298,57,0,1,64,58496,6,3,2007,7935780.7
6481,86,1,1,60,13724,10,10,2017,660339.7
87204,87,0,0,90,77296,3,1,2007,8729160.7
19526,16,0,1,55,29130,8,2,1999,1962173.9
61527,63,0,0,49,693,10,6,2007,6157867.7
52141,9,0,0,35,66739,9,4,2010,5215581
45370,56,1,1,28,80545,7,5,2011,4545472.1
38511,71,0,0,27,72402,5,3,2005,3852614.5
54462,3,1,1,36,36807,2,5,2001,5458103.1
83847,31,0,0,73,14048,7,3,2008,8386564.8
70213,9,0,1,32,15250,6,8,1991,7025651.1
22328,37,1,1,54,87860,4,6,2008,2243514.8
72870,25,1,1,29,9417,7,7,2007,7293420.7
34980,16,1,1,84,27775,3,8,2016,3507649.6
73136,77,1,0,88,95018,9,9,2006,7325694.6
90087,29,0,1,80,89232,8,3,1995,9015048.5
16714,61,0,1,9,38726,6,6,1998,1675672.8
52455,54,0,1,20,59026,6,1,2021,5250717.1
10817,97,0,1,12,90537,4,9,2000,1087354
95367,11,0,0,41,28317,4,10,2000,9539232
94018,60,1,0,99,48357,10,3,2004,9414111.4
38947,91,0,0,76,27246,8,5,1996,3897019.6
46976,97,1,0,91,78116,3,1,2006,4705156.6
34673,52,0,1,30,35006,10,4,2001,3473056.1
17392,99,0,1,78,56448,1,4,2001,1745197.1
43359,82,0,1,51,18144,6,7,1991,4341769.1
32309,58,1,1,88,72557,6,9,2002,3242419.2
88352,61,1,1,100,76869,8,3,2017,8844632.7
50878,23,0,0,9,23705,4,3,2016,5089157.6
60886,15,0,0,12,43122,8,7,2005,6090272.5
63792,73,0,0,39,55470,7,3,2000,6381705
85215,25,0,1,1,88530,6,7,2000,8526942
80998,28,0,1,34,40469,5,3,1992,8107792.2
29250,3,0,1,71,88172,9,5,2015,2935648.5
37941,47,0,0,41,87324,4,1,2013,3796341.3
11242,14,1,0,75,20892,3,1,2000,1127009
91558,18,0,0,46,35744,3,1,1992,9158541.2
87819,30,0,0,4,61726,6,1,2006,8782664.6
10035,15,1,0,6,25665,4,5,2005,1006634.5
57676,66,0,0,47,40647,7,7,1991,5769101.1
20297,18,0,1,82,12687,4,9,2002,2035832.2
68006,63,0,1,80,62676,7,4,2010,6812540
48994,59,0,1,3,58825,7,9,1992,4904547.2
66738,7,1,0,19,32977,4,8,1995,6680395.5
22855,24,0,0,80,53779,2,9,2017,2289561.7
21196,34,0,1,7,22573,10,8,2004,2124683.4
36702,66,1,1,45,32804,5,3,2020,3678080
76612,28,1,1,57,12151,8,5,2000,7670470
22974,86,0,0,50,56343,10,10,2020,2300702
16348,12,0,1,4,10777,8,10,2008,1640404.8
50109,4,1,1,27,34622,5,1,2018,5019832.8
41759,49,0,1,64,50167,3,10,1995,4181321.5
19572,96,1,1,64,29717,4,1,2017,1969866.7
712,29,1,1,19,54360,3,8,2019,80879.9
88172,3,0,0,41,68305,7,7,2018,8818402.8
46944,65,1,1,2,89651,6,3,1995,4699401.5
79649,51,1,0,98,99430,9,8,2009,7976501.9
27488,63,1,0,28,83634,8,4,2004,2756731.4
10972,90,1,0,73,14059,6,10,2017,1105258.7
17797,13,0,1,82,19270,5,10,1992,1792290.2
16252,30,1,0,58,76233,8,7,1998,1630793.8
71603,39,1,1,7,80016,1,1,2010,7169029
87022,60,1,0,89,92083,1,6,2012,8707681.2
62289,32,0,1,96,80043,1,8,1998,6233774.8
5825,60,1,1,90,70226,7,2,2016,598186.6
85225,40,1,0,21,676,8,2,1993,8527022.3
5820,41,1,0,78,72073,1,4,2010,592006
90539,14,1,1,81,80556,1,3,2012,9069445.2
35233,53,1,1,52,39314,8,6,2000,3536738
98559,33,0,0,94,64991,3,2,1991,9862559.1
58056,17,0,1,29,66624,6,9,1998,5809089.8
91207,63,1,0,26,32233,8,7,2004,9126333.4
67923,20,1,0,66,10437,9,7,2018,6799955.8
12641,28,1,0,63,79661,4,9,1992,1272159.2
35691,53,1,1,95,4059,8,5,2016,3582171.6
48627,54,1,1,87,73386,8,2,2000,4871835
5183,31,0,1,78,44518,2,3,2013,521772.3
16631,68,0,0,95,69479,1,9,2003,1667835.3
18144,19,1,0,8,4275,6,5,2020,1819929
10586,27,1,1,6,92068,6,10,1991,1066983.1
64235,25,1,0,69,52299,4,10,1992,6431380.2
88584,15,1,1,87,6279,10,4,2011,8867048.1
2310,61,1,0,9,82910,6,4,2012,234237.2
55217,65,0,1,28,77123,4,7,2007,5526674.7
64539,20,0,0,68,55082,1,8,2002,6457482.2
90947,89,1,1,61,64161,2,6,2014,9103454.4
68837,41,1,0,55,1014,4,9,1997,6889494.7
60721,88,0,0,48,64469,1,6,2015,6073407.5
51459,49,1,0,28,22573,4,8,1992,5149505.2
12820,41,0,0,16,92510,1,8,2018,1283027.8
20734,34,0,1,63,74094,5,3,1995,2077771.5
91988,53,1,1,47,50808,6,4,2006,9206879.6
40286,85,0,1,51,21492,8,2,1993,4035154.3
10719,77,0,1,17,62278,9,2,2018,1076789.8
17783,28,0,0,1,24725,1,3,2003,1778779.3
72065,52,0,1,34,13673,1,2,2015,7210625.5
58626,55,0,1,30,19351,10,3,1993,5866206.3
13147,61,1,1,71,13638,7,2,1997,1326980.7
90304,95,1,1,78,5508,6,5,1990,9044776
80780,98,1,1,55,64928,7,8,2016,8088913.6
82301,20,0,0,21,92700,9,3,2012,8232053.2
78039,10,0,0,9,64775,1,9,2010,7804837
92783,37,0,1,57,92944,2,3,1996,9281484.6
67134,92,0,0,60,85242,9,1,1992,6719369.2
27792,11,1,1,15,25954,5,6,2007,2786854.7
96637,55,0,1,8,48473,4,6,2008,9667457.8
36877,89,1,0,92,70081,5,7,2008,3695191.8
88120,13,0,1,17,63068,3,5,2009,8816378.9
4385,55,1,1,56,98233,4,4,2006,445694.6
75903,20,0,1,27,96563,8,1,2010,7594699
1171,86,0,1,85,75784,10,3,1997,126268.7
44615,18,0,0,34,51005,7,4,2012,4465651.2
65543,81,1,1,90,50619,9,3,2008,6559662.8
17246,95,0,1,10,68125,4,9,2007,1728544.7
7236,30,0,0,52,56825,4,10,2003,725656.3
32078,91,0,0,65,66113,4,3,2012,3209311.2
82184,14,1,0,48,83771,10,4,2011,8221783.1
6686,43,0,1,26,65951,4,2,2020,675399
18536,7,0,0,28,35411,1,10,1994,1856793.4
52683,43,0,0,57,74566,5,9,2007,5274308.7
32286,69,1,1,11,16986,10,5,2008,3233772.8
34796,74,1,0,47,55362,1,9,2001,3483606.1
26669,69,0,1,82,49351,5,5,2009,2671083.9
47606,49,0,1,16,8451,2,4,2021,4763586.1
91435,61,1,0,92,8192,1,10,2019,9153666.9
889,53,1,0,30,3406,1,7,1999,92858.9
67511,24,0,1,67,65048,8,10,1996,6759802.6
52655,82,0,0,6,64588,4,4,1990,5266351
82432,43,0,0,57,7312,5,8,2015,8245134.5
75680,100,0,0,77,25496,5,2,2009,7572315.9
28543,26,1,0,29,63039,8,7,1990,2859167
66851,93,1,0,87,13012,5,4,1990,6691843
49031,37,1,1,37,24023,2,3,2020,4910323
71630,5,1,0,45,82464,1,4,1996,7169854.6
25362,76,0,1,71,15178,8,3,1995,2545732.5
87412,89,0,0,40,77240,2,7,2020,8745542
41057,22,0,0,18,7613,9,3,2014,4106731.4
93325,38,1,1,73,43015,9,10,2000,9346064
40330,49,0,0,28,23284,8,4,2008,4034416.8
5134,31,1,1,14,60391,1,4,1994,519772.4
93443,16,1,0,93,74734,9,3,2015,9349955.5
55558,74,0,1,85,66559,5,8,2020,5564448
61694,58,0,1,4,24345,2,7,2001,6172206.1
32713,97,0,0,93,91667,10,8,1990,3278723
9428,45,0,0,34,44951,9,10,1991,944839.1
92032,81,1,1,5,63227,10,1,2012,9212773.2
28091,77,1,0,93,11250,6,8,2005,2815613.5
54706,39,1,0,46,49697,4,2,2010,5475756
97429,13,1,1,29,22796,8,1,2021,9751706.1
7808,72,1,1,18,48436,1,9,2008,789027.8
60265,97,1,1,45,62899,1,9,1990,6033313
57850,32,0,0,93,32412,7,10,1993,5789083.3
72554,16,0,1,79,94523,8,5,2014,7268379.4
6966,21,0,1,97,568,3,3,2008,700650.8
79957,45,1,1,42,41031,9,1,2010,8003950
3629,4,0,1,33,50592,4,3,1991,369764.1
8732,25,0,0,37,90654,6,6,2021,876270.1
56514,33,0,0,48,14694,5,3,1991,5652969.1
20533,93,1,0,91,96947,9,9,2019,2056508.9
16625,27,0,0,8,57906,9,9,2014,1664023.4
12313,50,1,0,55,54497,1,4,2018,1240834.8
68052,4,0,0,5,66529,8,3,1992,6805894.2
35383,92,1,0,96,6641,10,10,2009,3548725.9
8977,51,0,1,56,6990,6,1,2015,905128.5
79356,46,0,1,24,58322,5,3,2001,7940419.1
67639,99,1,0,58,79091,2,6,2012,6768972.2
21145,70,0,0,84,1578,1,9,1997,2119485.7
26009,18,1,1,9,78438,2,6,1997,2606754.7
68580,4,0,1,53,64029,8,8,2017,6863504.7
88780,51,1,1,89,803,7,1,2016,8887352.6
72114,51,1,0,32,15113,9,5,1990,7215802
89756,47,1,0,36,59946,5,6,2018,8980810.8
1770,61,1,1,15,39153,2,5,2015,183765.5
20109,91,1,0,28,61429,2,5,1996,2017287.6
,99,1,1,39,7402,9,3,1993,6110904.3
,10,0,0,52,84667,7,6,2015,3072879.5
,11,1,0,16,51408,2,8,2005,1218405.5
,47,1,0,9,12097,10,7,1999,4739985.9
,20,0,1,39,37051,8,5,1991,5711304.1
,89,0,0,82,54535,9,1,2011,9780377.1
,85,1,1,92,8848,2,5,2020,4761612
,58,0,0,43,66885,1,1,1999,3220156.9
,17,1,1,100,76436,1,8,2001,9865243.1
,22,0,1,79,59194,1,7,2021,8621486.1
,20,1,1,63,68854,3,9,1992,6579419.2
,89,0,0,56,99940,5,3,1999,7359509.9
,68,1,0,62,97608,1,9,2001,2671587.1
,22,0,1,67,18938,4,8,2018,6919039.8
,9,1,1,34,86872,10,2,2000,2761292
,3,1,1,11,67211,4,5,2013,6500624.3
,64,0,0,21,90305,7,5,2014,7461192.4
,94,1,1,2,56319,1,10,2014,5664278.4
,91,0,0,16,38355,6,7,2009,1805824.9
,50,0,1,98,42357,4,10,2006,5670619.6
,98,0,1,20,7133,6,9,1999,2017609.9
,61,0,0,1,7924,3,5,2005,4632807.5
,13,1,1,91,48757,10,6,2018,3142338.8
,19,1,1,80,77480,5,9,2015,9207839.5
,46,0,0,47,15715,9,4,1997,9297047.7
,48,1,0,57,1843,6,8,2006,6687761.6
,37,0,1,81,44752,3,7,2021,7647871.1
,44,0,0,65,41581,10,4,1993,1484434.3
,7,1,1,6,55531,8,4,2001,2675367.1
,92,1,1,18,82253,3,7,1996,1305488.6
,23,0,1,3,31768,9,9,1992,9484024.2
,13,0,0,68,4516,3,6,2006,3476698.6
,20,1,0,56,94581,5,8,1996,978280.6
,15,0,1,52,92597,5,1,2006,8416992.6
,95,0,1,79,61459,10,2,2020,3936310
,100,0,1,49,28541,6,1,2018,5107476.8
,5,1,0,37,21598,10,7,1997,1737822.7
,19,1,1,70,92412,10,2,2017,3920958.7
,73,1,0,69,81369,9,2,2008,1129896.8
,62,0,0,9,45561,4,5,2008,8700807.8
,58,0,0,68,10477,3,4,2012,10006771.2
,81,1,0,82,69050,5,8,2011,5594957.1
,30,1,0,76,91673,2,1,2015,7535664.5
,8,1,1,45,49353,10,6,2005,8358211.5
,100,1,1,18,13201,9,6,1998,2289049.8
,71,0,0,98,61787,4,4,1996,5837331.6
,41,1,1,88,94085,2,3,2013,9155265.3
,64,0,0,18,90877,9,2,1999,5758203.9
,33,0,1,89,44585,1,1,2019,8235158.9
,36,1,1,43,69758,8,2,2005,6273246.5
50133,28,1,0,92,11572,4,9,2013,5019119.3
69719,11,1,1,87,96873,4,3,1993,6982744.3
81840,49,0,0,34,40158,1,4,1996,8186999.6
7851,22,1,1,19,82481,7,7,1992,793981.2
76564,95,0,0,88,62994,3,10,1999,7662557.9
2095,88,1,0,27,79779,6,10,1991,213708.1
13287,84,1,0,76,90025,3,10,2003,1335371.3
94457,17,1,0,82,64835,4,2,1991,9455820.1
96573,74,1,0,28,17971,4,6,1993,9664738.3
97898,60,1,0,2,99686,5,3,1991,9794464.1
18642,62,0,0,65,990,3,8,2013,1865856.3
52259,16,0,1,72,23742,9,6,2003,5236500.3
68362,77,0,0,57,95717,10,1,2006,6840206.6
66395,22,0,1,57,79008,1,6,2006,6647572.6
10590,74,0,0,5,22285,8,2,2013,1060141.3
51271,33,0,1,36,97623,6,8,2018,5133444.8
91436,7,1,0,81,78868,5,8,1997,9151236.7
68072,63,0,1,40,21153,2,2,2019,6812764.9
12172,12,0,0,15,86688,7,10,2007,1218235.7
34750,28,0,1,1,25225,9,9,1993,3478934.3
52832,46,0,1,70,1216,10,4,1993,5292504.3
87683,53,0,1,57,30308,3,3,1993,8774909.3
25145,2,1,1,96,24933,6,10,1998,2521346.8
18426,63,1,1,31,15208,2,3,1996,1854935.6
9381,96,0,0,77,12632,5,5,1998,943600.8
81658,27,0,1,14,42176,9,4,2008,8171711.8
10028,51,1,0,56,28865,1,6,2012,1009529.2
76352,55,1,1,12,58402,6,2,2006,7641804.6
21247,81,1,1,43,48858,6,5,2004,2136110.4
84805,15,0,1,9,29472,8,7,2004,8486115.4
8928,8,0,1,6,15140,4,3,2018,896505.8
14762,42,1,1,59,93672,1,7,2002,1484350.2
